,Compound,myY,Fit,AbsResidual
185029,H48N24O24S12,0.061,3.4723614901304245,3.4113614901304246
213229,Mn2Na4O16S4,0.0,3.4055547696352004,3.4055547696352004
128598,Cr2F8Sr2,0.0,3.3976871967315674,3.3976871967315674
205740,Li1O2,0.0,3.3663691842556,3.3663691842556
134846,Cs4F20Tb4,0.0,3.36586195230484,3.36586195230484
122263,Co1K2O6Se2,0.0,3.350070386528969,3.350070386528969
223644,Nb4O24P6,0.0,3.3499405658245087,3.3499405658245087
62600,B4Cu1Li6O10,0.0,3.3484462583065033,3.3484462583065033
75391,Bi2Cl6,3.552,0.20690298020839692,3.345097019791603
64305,Be6Cl12,6.585499999999999,3.2540611284971237,3.331438871502875
226350,Nd4O14Zr4,0.0,3.310709515810013,3.310709515810013
231252,O18Rb2W6,0.0,3.3102975952625275,3.3102975952625275
209999,Mg1N2Si1,4.1767,0.915392079949379,3.2613079200506214
184620,H8Li4O12P4,4.2574,1.0088087582588197,3.24859124174118
148764,Fe1H6Mg2,3.2485,0.004003078937530518,3.2444969210624692
231836,O16Si8,5.228,2.001722422838211,3.2262775771617886
200352,La2Mo4O16Rb2,3.834,0.6203244084119797,3.2136755915880206
110938,Ce6Cl6O12Ta2,0.9375,4.140303804278374,3.202803804278374
3550,Ag2Cd6F40Zr6,0.0,3.169988802075386,3.169988802075386
112527,C2H12N6O8Re2,3.7521,0.6065940886735917,3.145505911326408
231826,O16Si8,0.0,3.1398101443052293,3.1398101443052293
124624,Co6O16P4,0.0,3.1279362058639526,3.1279362058639526
84315,B4N4,5.7544,2.6297999209165575,3.124600079083443
4195,Ag1C1N1,4.1752,1.084673896431923,3.0905261035680773
83154,B4Li12N8,3.3094,0.22178853988647462,3.0876114601135254
157209,F3Sc1Xe1,3.1622,0.08073478400707244,3.0814652159929277
220151,Na2Nd2O4,3.3337,0.2549684113264084,3.0787315886735915
83153,B4Li12N8,3.2981,0.22126816153526307,3.0768318384647366
184393,H16I2N8P2,1.0341,4.105056113600731,3.070956113600731
134799,Cs6F14Ni2,0.7381,3.806834401488304,3.068734401488304
16376,Al4Cl16Ti2,0.0,3.064336111545563,3.064336111545563
156639,F3Na1Zn1,0.099,3.153935951590538,3.054935951590538
61073,B2C6Cs2F18N2O4,3.3924000000000003,6.445927731990814,3.0535277319908136
184925,H48Ni4O40S4,4.5727,1.523599889278412,3.0491001107215885
231215,O6Rb4Tb2,0.0,3.0233198899030684,3.0233198899030684
157321,F6Ti1Tl3,0.0,3.0175239706039427,3.0175239706039427
148817,Fe1H6Sr2,3.0278,0.010703361034393311,3.0170966389656066
155558,F3Ga1Ni1,3.0463,0.049041003584861756,2.9972589964151384
155557,F3Ga1Ni1,3.0462,0.049041003584861756,2.997158996415138
59771,B4Bi4Cd4F40,2.1264,5.1192280554771425,2.9928280554771427
59772,B4Bi4Cd4F40,2.1586,5.122589151859284,2.963989151859284
32420,As4Cs1F13,5.2727,2.311069276332855,2.9616307236671453
115998,Cl1La1Se1,3.0023,0.04417409658432007,2.95812590341568
185013,H24N8O16S4,2.144,5.076702736616134,2.9327027366161342
13999,Al3B4O12Yb1,0.0,2.9308398926258086,2.9308398926258086
233086,O14Sr4Ta4,3.0319000000000003,0.10487321853637696,2.9270267814636233
87787,Br3Cs1Yb1,2.9563,0.035380797982215884,2.9209192020177843
156330,F6Li2Nb1,1.1914999999999998,4.108975932002068,2.917475932002068
111510,Ce6N22Si12,0.0,2.915530361533165,2.915530361533165
115547,Cl6K4Mn1,4.2554,1.3417890053987502,2.9136109946012496
74431,B24H24O48,7.0608,4.151218603253365,2.9095813967466357
147190,F4,0.05120000000000001,2.9574290353059767,2.9062290353059765
74430,B24H24O48,7.0568,4.15121915102005,2.90558084897995
21071,Al4H48N12O60,3.3973,0.4930130231380463,2.904286976861954
19418,Al1F3Sr1,3.3692,0.4700117522478104,2.89918824775219
219823,N2,2.9446,0.05604420065879822,2.888555799341202
156221,F6K2Rh1,1.2487,4.133887813091278,2.8851878130912785
19435,Al2F10Tl4,4.0612,6.936041973829269,2.8748419738292688
204815,Li2Mo2O8Rb2,0.8309,3.7056482005119324,2.8747482005119327
156622,F12Na4Sn2,4.9646,2.1018569117784502,2.8627430882215497
155991,F16H4P4,7.4514,4.591162346601486,2.8602376533985137
19436,Al2F10Tl4,4.0921,6.940630067586899,2.848530067586899
112542,C8H28N4O8S4,5.6302,2.788972155451775,2.8412278445482255
5318,Ag1F3Mg1,3.4314,0.5944637954235077,2.8369362045764923
111573,Ce8O64S16,1.4556,4.2860502773523335,2.8304502773523335
18629,Al2F6,7.6198,4.801948444843292,2.8178515551567074
111919,C12Fe2H16N12O8Tb2,0.0,2.813792559504509,2.813792559504509
61316,B8Ce2Cl2H4O16,5.5147,2.720451472997665,2.794248527002335
165440,Gd2K2Na2O10Ta2,3.6029,0.8094907033443451,2.7934092966556547
73507,B2Gd2O6,2.4130000000000003,5.201792927980423,2.788792927980423
40256,Au8Br8H48N16,3.6495,0.864714897274971,2.784785102725029
156086,F3K1Mg1,0.21090000000000003,2.986655126810074,2.7757551268100737
15929,Al4Cl16Co2,0.32359999999999994,3.0942622488737106,2.7706622488737107
115243,Cl4H20N8O16,5.388,2.6246317422389986,2.7633682577610013
51450,Ba2F12Zr2,6.2605,3.5112704533338546,2.749229546666146
190957,I1O3Tl1,0.0,2.74478162586689,2.74478162586689
156349,F12Li4Pd2,0.0,2.7399930495023725,2.7399930495023725
231309,O12Re1Sc6,0.9801,3.713676269054413,2.7335762690544128
156350,F12Li4Pd2,0.0,2.730466291308403,2.730466291308403
114005,Cl8F8N12O8P4S8,4.7913,2.071576369404793,2.719723630595207
199677,La4Lu4O12,4.8726,2.1532303059101103,2.71936969408989
111552,Ce2O4,1.1344,3.8415124148130415,2.707112414813041
80808,Bi24O64V12,0.0,2.7070536476373674,2.7070536476373674
25823,Al2O8W2,1.4397,4.13639822781086,2.6966982278108595
156812,F12O8Re4,3.5049,0.8144748324155807,2.6904251675844195
146498,Er2K2O24P8,2.588,5.278374544978142,2.690374544978142
230755,O12P4Pd2,0.5815,3.2681272292137145,2.6866272292137143
119608,Co3F9,0.0,2.6842758655548096,2.6842758655548096
112427,C8H20N8Ni2O10Sr2,3.2173,0.5332486772537232,2.6840513227462766
184365,H6I2Li2N2,0.8001,3.479184471964836,2.679084471964836
87768,Br2Cs2O8,3.0222,0.34964057087898254,2.6725594291210175
100860,Ca4O24Ta8,2.6682,0.012389934659004212,2.655810065340996
134861,Cs3F6Y1,5.327999999999999,2.6731173104047774,2.654882689595222
37166,As8O12,0.0,2.654265372157097,2.654265372157097
5405,Ag1F3Zn1,2.9929000000000006,0.3451981830596924,2.647701816940308
5404,Ag1F3Zn1,2.9929000000000006,0.34520749509334564,2.647692504906655
156390,F3Li1Zn1,1.1119,3.7515236604213715,2.639623660421371
112072,C2F6H22O16S2,5.6939,3.066924856901169,2.6269751430988313
128582,Cr1F6Rb2,0.0,2.612015032172203,2.612015032172203
109006,Cd1O4U1,2.6807,0.07404545724391938,2.6066545427560803
246941,Se4Ti4,2.6057999999999995,4.3821334838867185e-06,2.6057956178665154
147035,Eu4O16P4Rb4,3.1089999999999995,0.5259737879037857,2.5830262120962137
116114,Cl4Li4P16,2.5818000000000003,9.859800338745116e-06,2.5817901401996615
48929,Ba2C4H12N4O6S4,4.2052,1.6271475124359132,2.5780524875640864
190914,I8O24Pu2,0.0,2.5772581404447554,2.5772581404447554
174150,He3,15.8012,18.374888241291046,2.5736882412910465
26543,Al2P2S8,2.5834,0.009732718467712403,2.5736672815322876
48996,Ba2Cl1F3,5.727299999999999,3.1540624856948853,2.5732375143051134
116031,Cl1La1Te1,2.5871,0.01663348317146301,2.570466516828537
118760,C1N1Si1,0.0,2.5702505612373354,2.5702505612373354
156546,F12Na4Nb2,1.0604,3.6293163651227953,2.5689163651227953
60757,B24Ca2H24,4.9639,2.3953541362285615,2.5685458637714382
184817,H16Mo2N4O8,3.6635,1.0991037142276765,2.5643962857723235
134777,Cs6F14Mn2,1.5381,4.101920149326324,2.5638201493263244
103725,C4Cs4H4N8O8,1.0349,3.598180211186409,2.563280211186409
50066,Ba2Cs4H12N4O24,0.7539,3.3104416579008102,2.5565416579008104
155665,F3Ge1Li1,3.2162000000000006,0.6614304637908935,2.554769536209107
55939,Ba10O34Re6,0.0,2.553798388838768,2.553798388838768
55636,Ba4Ni2O12Te2,3.7793,1.236179040670395,2.543120959329605
139415,Cu2La4O8,0.0,2.5426069676876066,2.5426069676876066
246936,Se2Ti2,2.5416,8.764266967773437e-06,2.541591235733032
232310,O96Si48,1.9992,4.538946487307548,2.539746487307548
220825,Na2O4U1,3.1208,0.5888897216320038,2.531910278367996
108943,Cd1O6Sr2W1,3.2356,0.7154287558794021,2.520171244120598
205898,Li8O8Si2,4.7803,2.2673317497968672,2.512968250203133
194963,K3Mn2O8,0.0,2.506756185889244,2.506756185889244
184447,H36K4Na4Re4,5.4007,2.896157497167587,2.5045425028324124
124618,Co2O7P2,0.4876,2.988278707265854,2.500678707265854
231250,O18Rb2W6,0.0,2.498081204891205,2.498081204891205
170775,Ge1O3Si1,2.5148,0.020078935623168946,2.494721064376831
95847,Ca1F3Ga1,4.0863,1.5960310781002045,2.490268921899795
85267,B12P2,2.4904,0.0005674862861633301,2.4898325137138366
33304,As4F24Mn2,4.0658,1.5792261439561843,2.486573856043816
113010,Cl8Cr2F2H30N10Zn2,0.0,2.475552108883858,2.475552108883858
110935,Ce8Cl6N2S6,3.0405,0.5654403775930404,2.4750596224069596
112470,C3H20N4O10,4.7879,2.3277290523052216,2.460170947694778
91659,Br2O2Pr2,3.7752,1.3167648321390153,2.4584351678609844
21128,Al4H6O18P6,6.269999999999999,3.8134914100170136,2.456508589982985
163170,Ga8P18Sr6,0.0,2.45479229927063,2.45479229927063
111915,C12Fe2H8N12,4.5111,2.057475759387016,2.453624240612984
231378,O3Rh1Sn1,2.4538,0.0023685431480407713,2.4514314568519593
113034,Cl4Cr1H18K1N6O8,3.8119,1.369852188229561,2.442047811770439
15819,Al1Ce1H6,0.0,2.438313834071159,2.438313834071159
184871,H6Na2O12Se4,0.0,2.437596259713173,2.437596259713173
90334,Br1K1Zn1,2.8313,0.40370076060295107,2.427599239397049
156472,F36Mn8O8,0.612,3.0383391046524046,2.4263391046524045
97545,Ca2H6Ru1,3.054,0.6300242608785629,2.423975739121437
155879,F4H12K4O12P4,6.5423,4.122001823782921,2.420298176217079
129787,Cr2H12O12Rb6,0.3238,2.743995580673218,2.420195580673218
56288,Ba1O3Ti1,0.0,2.413298425078392,2.413298425078392
126077,C1O1S1,4.824,2.411110097169876,2.412889902830124
231384,O12Rh2Sr6Tb2,2.7987,0.38947745084762575,2.4092225491523744
206089,Li8O6Tb1,0.0,2.4027807569503783,2.4027807569503783
115227,Cl2H8Na2O12,5.1833,2.790458794236183,2.392841205763817
51425,Ba1F3Tl1,0.4081,2.793601879477501,2.3855018794775007
55428,Ba3Nb2O8,4.4613,2.078367580771446,2.3829324192285535
226702,Ni2O8S2,0.3873,2.7680195319652556,2.380719531965256
155545,F3Ga1Mn1,3.2197000000000005,0.8430216932296754,2.376678306770325
205827,Li14O14Rb2Tb3,0.0,2.3748358917236327,2.3748358917236327
231210,O3Rb1Ta1,0.0,2.3470077008008956,2.3470077008008956
51308,Ba1F3Li1,6.560399999999999,4.213547878861427,2.3468521211385713
74407,B4H16Na4,6.539,4.193278320431709,2.3457216795682907
112366,C4H8Mn8O28P4,0.0,2.3439265131950378,2.3439265131950378
93644,C14,4.4355,2.0953532779216766,2.3401467220783236
3524,Ag2C4Cs2,2.969,0.6292316424846649,2.339768357515335
184801,H8Mn1O16P4Tl2,0.0,2.339366903305054,2.339366903305054
25808,Al2O15Ti7,0.0,2.3361148124933244,2.3361148124933244
16206,Al4Cl16P2,1.3546,3.6897388648986817,2.3351388648986817
231925,O32Si16,0.2976,2.632185444831848,2.334585444831848
152295,Fe4O12Y4,0.0,2.3314440059661865,2.3314440059661865
121837,Co2H20O18Se2,3.262,0.931406586766243,2.330593413233757
3323,Ag1Ca1F3,2.8139999999999996,0.4894755458831787,2.324524454116821
75390,Bi2C18Ir6O18,2.5815,0.25868665158748627,2.322813348412514
117860,Cl8Rb4Zn2,4.2169,1.9008654296398162,2.3160345703601837
132614,Cr4O16U4,0.0,2.314929388165474,2.314929388165474
184979,H20N8O12P4,2.1456,4.460075753331185,2.314475753331185
201631,La4O16V4,1.0965,3.4096361792087557,2.3131361792087555
205826,Li4O8Rb4Si2,3.8612,1.548223645091057,2.312976354908943
103448,C6Cl6Ga2H18O2P2,4.8803,2.568192601799965,2.3121073982000353
54361,Ba2Lu1Nb1O6,3.0881,0.7843142509460449,2.303785749053955
213219,Mn2Na2O4,3.2671999999999994,0.964034309387207,2.3031656906127926
112880,Cl4Co2O12Se4Sr4,0.0,2.3031376147270204,2.3031376147270204
123819,Co1Na1O2,2.6935,0.39319404780864714,2.3003059521913527
90090,Br8K4La4,0.0,2.2982066190242767,2.2982066190242767
185699,I12K4Te2,0.0,2.2914992159605028,2.2914992159605028
112104,C4F8N4O8P4,5.8972,3.6099774622917176,2.287222537708282
90519,Br1La1Te1,2.3138999999999994,0.026991751194000244,2.2869082488059993
184553,H8La2N2O16S4,5.4841,3.1974735432863235,2.2866264567136763
231736,O3Sc1Y1,2.2858,3.615260124206543e-05,2.285763847398758
21090,Al4H12O12,3.6251999999999995,1.3398510068655014,2.285348993134498
19384,Al4F24Pd4Rb4,2.4334,4.718383898139,2.284983898139
103627,C6Co1H3N6,4.9371,2.65313039958477,2.28396960041523
21923,Al1K1O8S2,5.5407,3.2576911783218385,2.2830088216781617
223659,Nb11O30Rb4,0.0,2.279492170214653,2.279492170214653
84705,B4Nd4O12,3.7145,1.4351081812381745,2.279391818761826
118586,C1N2,0.1186,2.3962283718585966,2.277628371858597
44000,Au4K6P1,0.0,2.275370225906372,2.275370225906372
73016,B4F20H2Pr2,5.1148,2.841875461935997,2.272924538064003
230988,O8P2Tl2,0.7108,2.9808964556455613,2.2700964556455614
74946,Bi4Br36W12,2.2686,0.0,2.2686
113759,Cl6Er2H4O26,5.278699999999999,3.010701536536217,2.267998463463782
146918,Eu4Ge4Na4O16,0.2844,2.5507763600349427,2.2663763600349425
156403,F3Mg3N1,3.5768,1.3168168699741363,2.259983130025864
156402,F3Mg3N1,3.5764,1.3167199152708053,2.2596800847291947
60730,B1Ca1F3,2.3884,0.1360860598087311,2.252313940191269
112306,C2H9K1Ni1O10,4.3179,2.067035383582115,2.2508646164178847
87315,Br16Cl4Sr10,4.444,2.1933169674873354,2.2506830325126645
230152,N16Si12,2.3434,4.587866982221604,2.2444669822216037
21922,Al1K1O8S2,5.4855,3.2414865964651107,2.2440134035348893
56289,Ba1O3Ti1,0.0547,2.2918530732393263,2.2371530732393263
54699,Ba3Mn1Nb2O9,0.0,2.2355475878715514,2.2355475878715514
8829,Ag2N4Na2O8,2.2672,0.03447150528430939,2.2327284947156905
113882,Cl32Fe4P4,2.5321,0.30008630990982055,2.232013690090179
212691,Mg1Te1,2.3214,0.09032179653644562,2.2310782034635546
59037,B2Ba6O14P2,3.3339,1.1062296110391616,2.2276703889608385
156116,F6K2Mn1,3.221,0.9938969057798386,2.2271030942201615
138040,Cu2H20O18S2,0.0,2.2269503897428513,2.2269503897428513
155898,F10H4Mn2O2Rb4,1.5483,3.7747538977861406,2.226453897786141
138046,Cu2H20O18S2,4.4309,2.2066474175453186,2.2242525824546817
15916,Al1Cl3,0.0,2.221330851316452,2.221330851316452
185559,H4O4V2,1.2990000000000002,3.5190766763687136,2.2200766763687136
79290,Bi4Mg2O12,0.0,2.2098841708898544,2.2098841708898544
49212,Ba3Cl2O5Tl2,0.0,2.2071918976306915,2.2071918976306915
138039,Cu2H20O18S2,0.0,2.2066474175453186,2.2066474175453186
138042,Cu2H20O18S2,0.0,2.206097459793091,2.206097459793091
156932,F24O2Tl4Zr6,4.2545,6.4543896317481995,2.1998896317481993
77129,Bi1F3Hg1,2.2151,0.01941997230052948,2.1956800276994706
156209,F6K1Rb2Sc1,6.442400000000001,4.2525176441669466,2.1898823558330545
60276,B2Br10P4,0.0,2.1887431156635286,2.1887431156635286
50832,Ba4Fe2Ge4O14,1.2673,3.4559317761659623,2.188631776165962
24670,Al1Nd1O3,0.0,2.185777506828308,2.185777506828308
230790,O9Pr6,3.0211,0.8428381913900376,2.1782618086099625
42515,Au10F42Tb4,2.2159,0.03791038453578949,2.1779896154642104
79116,Bi2Li8O10Pd1,1.2482,3.421605976819992,2.173405976819992
217765,Mo12O48Sc8,3.6276,1.4580163317918777,2.1695836682081224
230438,O24Pb3Re6,3.8298,1.6682442557811736,2.1615557442188265
128827,Cr2Ga4S8,0.0,2.1600587654113768,2.1600587654113768
69640,Be8Na2O14Sb2,3.3887,5.545628815293312,2.1569288152933117
208602,Lu16O24,4.0102,1.8548086589574815,2.1553913410425185
156575,F16Na8O8W4,4.0503,6.204748251438141,2.154448251438141
124620,Co4O16P4,1.3666,3.520726001858711,2.154126001858711
155884,F14H2K4Ti2,5.2318,3.085097564458847,2.146702435541153
156228,F13K1Sb4,4.6802,2.53667410671711,2.1435258932828902
201373,La16O56Si16,4.9727,2.8298755371570588,2.142824462842941
121815,Co4H24N4O20P4,3.7901,1.6483312934637069,2.141768706536293
111920,C4Fe1H12N10S4,3.3201,1.1820120364427567,2.1380879635572434
21163,Al1H6Pr1,0.0,2.1373489063978197,2.1373489063978197
124621,Co4O16P4,1.377,3.5135770988464357,2.136577098846436
234863,O2Zr4,0.0,2.130408702492714,2.130408702492714
41492,Au8C16N16Rb8,3.4471,1.3169675058126449,2.1301324941873547
215582,Mn2Rb2Sb2,2.1333,0.0033945101499557495,2.1299054898500445
40641,Au1Ca1Cl1,2.3178,0.18818360149860383,2.1296163985013963
115926,Cl4La4O16S4,1.5566,3.684019632935524,2.127419632935524
26542,Al2P2S8,0.0,2.1195273172855376,2.1195273172855376
122511,Co2La2O6,0.0972,2.2124186873435976,2.1152186873435976
60685,B1C7,0.0,2.112047015428543,2.112047015428543
49422,Ba1Cl2Zn1,2.3637,0.2586083209514618,2.105091679048538
80625,Bi4O14Rh4,0.0,2.1017144924402236,2.1017144924402236
87131,Br2Cl1La1,2.1103,0.016815889477729797,2.09348411052227
60777,B4Ca2H4,0.0427,2.135212616324425,2.092512616324425
184555,H2La2O4,4.5063,2.4197330403327943,2.086566959667206
33276,As2F12I4,0.0,2.0855268913507463,2.0855268913507463
113537,Cl12Cu4Pb4,2.352,0.26952257215976716,2.0824774278402325
184449,H8K2Ni1O16P4,4.5783,2.49659894824028,2.0817010517597194
90568,Br6Li12N2,1.3407,3.4096082431077956,2.0689082431077956
112514,C4H20N4O12Pd1Zn1,3.5581,1.490269929766655,2.067830070233345
84887,B4O2,0.0,2.0645994651317596,2.0645994651317596
184457,H4K2N4O10Pd1,0.0,2.062582588195801,2.062582588195801
114046,Cl16F4Ta4,3.2392000000000003,1.1814067542552948,2.0577932457447057
156667,F36Nb4Se4,5.4876,3.4306769931316374,2.056923006868362
6800,Ag2H3I1O6,1.3106,3.3645878469944,2.0539878469944
70300,Be1O1,8.2161,6.162262371778488,2.0538376282215127
98341,Ca1K1P1,2.2135,0.1627612018585205,2.050738798141479
215581,Mn2Rb2Sb2,2.0535,0.003413134217262268,2.050086865782738
220583,Na4O16Si4Y4,2.1556,4.202344954609871,2.046744954609871
4234,Ag8C16O16,0.9228,2.9678519397974013,2.045051939797401
155973,F12H8O4Pt1Sb2,0.0,2.0405864691734314,2.0405864691734314
112412,C4H16N4Na4O8,5.8384,3.803543419241905,2.034856580758095
2875,Ag2Br26Mo12,2.3707,0.3370397460460663,2.0336602539539337
118436,Cl2Te1W1,2.0315,3.560483455657959e-05,2.031464395165443
231171,O18Rb6S6,5.046,3.0150327277183533,2.030967272281647
112530,C10H24N4O10S4,4.3714,2.34068756878376,2.0307124312162403
25562,Al8O32Si8Sr4,2.7073,4.737700342535972,2.0304003425359722
25563,Al8O32Si8Sr4,2.7074,4.737700342535972,2.0303003425359725
100721,Ca4O20Si4Ti4,3.1328,1.105712519288063,2.027087480711937
231742,O16Se8,3.2069,1.1821199464797973,2.0247800535202027
124649,Co4O8Rb10,1.2976,3.321060115098953,2.023460115098953
111437,Ce12Nb4O16S12,2.5104,0.4874816751480103,2.02291832485199
84960,B2O6Sc2,4.6182,2.6048606514930723,2.0133393485069275
14491,Al4Br16Ti2,2.9716,0.9628938591480255,2.0087061408519746
187231,In6Mn6O18,0.0,2.0073950946331025,2.0073950946331025
135068,Cs4Li4O8Si2,3.7680000000000002,1.7627307224273683,2.0052692775726317
231741,O16Se8,3.19,1.1884521293640138,2.001547870635986
19250,Al1F5Fe1,3.9355,1.9354848319292068,2.000015168070793
182413,Hg2O6Sn2,0.0,1.999503419995308,1.999503419995308
165590,Gd8O16Si4Te4,1.7504,3.7492909634113314,1.9988909634113314
135288,Cs2S4Tb2,2.2114,0.21402449488639833,1.9973755051136015
121803,Co1H8K2O16P4,0.0,1.996174094080925,1.996174094080925
195816,K6Nb16O42,0.0,1.987934587597847,1.987934587597847
231170,O18Rb6S6,4.9776,2.990984674692154,1.986615325307846
61816,B2Cl2Te2,0.5329999999999999,2.517068989276886,1.984068989276886
113194,Cl4Cs4F12Sb4,3.6548,1.67147607922554,1.9833239207744597
230528,O3Pb1Ti1,0.0,1.98265576004982,1.98265576004982
106524,Cd2H12O32S8,1.4213,3.4001970636844634,1.9788970636844634
113193,Cl4Cs4F12Sb4,3.654,1.6787285101413727,1.9752714898586272
97475,Ca2H12N6Rb2,1.9616,3.9358997356891634,1.9742997356891634
49917,Ba4Cr4O12,0.0,1.974124293923378,1.974124293923378
195068,K4Mn6S8,3.2742,1.3007032173871995,1.9734967826128005
185708,I4La4O36V8,2.5354,0.5623011267185212,1.973098873281479
41819,Au2Cs2F8,2.9787,1.0078030586242677,1.9708969413757322
16364,Al8Cl28Te8,1.4353,3.406058167219162,1.9707581672191619
149397,Fe4K12O16,0.2852,2.255480269789696,1.9702802697896957
156229,F13K1Sb4,4.752100000000001,2.782764863371849,1.9693351366281524
44483,Au4Li4S4,2.1215,0.1556977504491806,1.9658022495508196
138030,Cu1H8O16P4Rb2,0.0,1.960683742761612,1.960683742761612
103408,C4Cl4Co4H72N24O12,2.435,0.4757189333438873,1.9592810666561127
136034,Cu2F12H16O8Si2,0.0,1.9569216811656953,1.9569216811656953
230907,O28P8Sn8,3.5491,1.5926847714185715,1.9564152285814287
112365,C2H4Mn2O12P2,3.078,1.1261129939556123,1.9518870060443876
22751,Al4Li4P8,1.0957,3.0472342878580094,1.9515342878580095
51417,Ba1F3Tc1,1.9924,0.04192770540714264,1.9504722945928572
184560,H16La2O14P6,5.1992,3.2487954473495484,1.9504045526504519
60889,B16Ca8O32,6.0175,4.069086466431618,1.9484135335683819
233357,O3Sr1Zr1,0.0,1.944397543668747,1.944397543668747
107057,Cd2K4O14P4,3.8553,1.914921122789383,1.9403788772106172
184735,H20Mg2O20Se4,4.7355,2.797068694829941,1.938431305170059
3724,Ag20C4F16,2.2565,0.31851865887641906,1.937981341123581
21041,Al2H8Na2,1.8804,3.817528450489044,1.937128450489044
233358,O3Sr1Zr1,0.0,1.9349146068096161,1.9349146068096161
111636,Ce7O16Zr1,2.3321,0.3972086298465729,1.9348913701534272
230906,O28P8Sn8,3.5367,1.6036466783285142,1.933053321671486
234025,O18Te3Tl6,0.0,1.9293492972850799,1.9293492972850799
5338,Ag4F8O24S8,0.9797,2.9084800565242768,1.9287800565242768
147065,Eu4O22Te8,0.0684,1.9938608753681184,1.9254608753681184
155964,F4H4O4,3.2153,5.140650662779808,1.9253506627798078
